Reviews,Positive,Negative,Neutral
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.391,0.0,0.609
excellent food and service staff was friednly njoyed a lot attended a business seminar the location of the hotel and facilities are excellent i have attended several business events at this hotel for many years and the quality of the service remained excel special thanks to rajesh sharma pradeep and banquet teamread more,0.25,0.0,0.75
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
the service was good good ambiance   good service by mr rakesh sharma and pradeep  and kalpesh and mr sayan good managing for all things and the entire banquet team excellent audiovisual arrangements read more,0.345,0.0,0.655
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
had an amazing experience with rajesh sharma and pradeep very helpful during our events  answered always  all our questions very politely  outstanding customer services through out all our events whenever we do events at hyatt i and my company people prefer to have rajesh sharma and pradeep to be there high quality of customer service we always received so always prefer to do our small or big events at this property because of this gentlemen always smiling and never heard no word from them in whatever we demand   always attentive and knowledgeableensured that our guest  meal was a memorable one providing excellent recommendations and ensuring our satisfaction last word for both gentlemen is thank you so much read more,0.198,0.011,0.791
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.391,0.0,0.609
the food and hospitality was excellent the service by aloysius was par excellence the quality and taste of food was of top quality the staff was very courteous and accommodative the hotel was at a great location i’m surely going to give it a try againread more,0.33,0.0,0.67
dear raghvendra   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
services were very satisfying and we really enjoyed each second of our stay rooms decor was very luxurious and the view from our room was peaceful  food was really tasty and satisfied our tastebuds with variations of cuisinesread more,0.273,0.0,0.727
dear bhuyan   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
good servicetried caramel coffee it was very good rajesh sharmas service and attentive nature was very impressive good job team hyatt we had an official event but the personal attention given by the team hyatt staff was so imoressiveread more,0.19,0.0,0.81
dear guest   thank you very much for taking out the time  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.388,0.0,0.612
rajesh sharma was very good at helping for the arrangements for adobe event on  july  timely available and served us  helped us with mixology arrangement beyond expectations   overall loved the experienceread more,0.248,0.0,0.752
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
i visited grand hyatt mumbai for a conference and i must tell you the hospitality and services given by operation staff rajesh and pradeep was indeed world class thank you and i look forward to coming here soonread more,0.129,0.0,0.871
dear kundan   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
attended a business seminar the location of the hotel  ambience  facilities and food are excellent i have attended several business events at this hotel for many years  and the quality of the service remained excellent at this hotel all throughread more,0.159,0.0,0.841
dear sabyasachi   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
it was a great experience and we had a wonderful stay the ambience is lovely and the location is very convenient in the heart of mumbai the breakfast spread was good and we had the pleasure of having arjun rampal and his son having breakfast some tables awayread more,0.343,0.0,0.657
dear preeti   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
don’t ever book the apartments for the price the only positive is the area footage rest is all downhill from there access to the rooms are stinky hallways room carpets are filthy sinks in the bathroom don’t drain sparsely furnished no plug points near the bed no answer to housekeeping or any such service post  am gives me a feeling i’m in some seedy motel can’t believe this is grand hyattread more,0.1,0.085,0.815
dear guest  thank you for taking the time out to share this review with us  we regret to learn that we were unable to meet your expectations at your recent stay with us we appreciate all forms of feedback as it always helps us identify the areas we need to work on we take every guest feedback seriously and will certainly ensure to share this with the whole grand hyatt mumbai’s team in order to enhance our guests experience  whilst we also understand that this does not completely help to alleviate your experience we have all good intentions of welcoming you back  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.238,0.05,0.712
we loved the food it was amazing the ambience is beautiful  we had a really nice time arun served us  he was really nice  friendly will def come again  the lotus stem was the most amazing dish read more,0.442,0.0,0.558
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
the gymnasium is well equipped and the staff are extremely helpful hashish and sachin do a very good job supporting clients through their fitness journeys i also enjoyed the dining facilities which come with such a wide variety of meals to selectread more,0.314,0.0,0.686
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
the hotel staff makes it the best experience during the entire stay the in room dining staff member william bradley singsit is extremely hospitable and friendly his loyalty to grand hyatt and its brand is commendable the housekeeping staff charles will treat you like he is serving his own guest at home  h is genuinely concerned when you don’t appear in normal health… he will try and stop the room to lift up your spirits  fifty five east breakfast … everyone there including rajesh dhruvit saraswati anuja and chef prasad  what a sweet prasad he is for anyone that has the fortune of getting fed by him    and they call him father but what a friendly person to connect with right at the lobby with a big happy welcome smile  i just love the way they each treat you  i get…read more,0.245,0.009,0.745
dear uma   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
my stay at the grand hyatt was super great the ambiance was great rooms were clean and comfortable and the food was excellently nice and served by caring hands who emits love all around the hotelread more,0.567,0.0,0.433
dear janet   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
while vacationing in mumbai we chose the grand hyatt a second time around because of the wonderful experience we had during our first stay years before once again the staff at the grand hyatt made us feel at home we were initially not happy with the room we got at check in on voicing our displeasure the manager on duty offered us an upgrade for the remainder of our stay and he and the rest of the front desk staff went out of their way to make us feel comfortable and satisfied as part of the room package the hotel offers a sumptuous breakfast with engaging staff who go above and beyond to make your daily breakfast experience memorable  needless to say we will definitely choose the grand hyatt for our future mumbai vacations read more,0.155,0.019,0.825
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
great food as always amazing pasta and the cake was just amazing great service and hospitality by mr saurav overall we were really happy with our meal and it’s a great place to visit with your family and friends read more,0.443,0.0,0.557
dear aashid   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
received very good cooperation if anyone wants to organize an event in the future let me know your name you can easily organize an event in a big hotel like this in mumbai the most important thing is that the staff here serve everyone very wellread more,0.192,0.0,0.808
dear praful   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
the team has put in lot of efforts to streamline the experiences compared to last visits for folks who are staying for the first time the lobby is at a higher level compared to main entrance and you need to take steps to reach there the breakfast area can get crowded during peak business hours so plan accordingly read more,0.037,0.0,0.963
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
the rooms and the hotel is really amazing at the start we werent welcomed properly but after speaking to the manager they made sure everything was okay and also made sure we didnt have any protection the pillows of the room are the fluffiest pillows ive ever seen the food is amazing to one of the staff member ms saraswati rana assisted us very nice with everything without even asking there should be more staff like her shes amazingread more,0.245,0.016,0.74
dear guest  thank you for taking out the time to share this valuable feedback with us  as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments  grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it  look forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.332,0.0,0.668
our bank has arranged annual business conference over here for  days  the rooms were ok  better rooms are available in their residences which is perfect for a family vacation  it comprises a living room a kitchenette and all other amenities which a family requiresread more,0.173,0.0,0.827
dear joshi  thank you for taking out the time to share this valuable feedback with us  as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments  grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it  look forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
this place welcomes you with rudeness they took  minutes to handover room key while i was asking why it is taking so much time staff just didn’t reply anything logical and avoided eye contact also even if they have contract of breakfast with xyz company which booked my hotel they refuse breakfast saying they have brunch today and i cannot avail it oyo is better than grand hyatt mumbai avoid it at all costread more,0.1,0.108,0.792
dear guest  thank you for taking the time out to share this review with us  we regret to learn that we were unable to meet your expectations at your recent stay with us we appreciate all forms of feedback as it always helps us identify the areas we need to work on we take every guest feedback seriously and will certainly ensure to share this with the whole grand hyatt mumbai’s team in order to enhance our guests experience  whilst we also understand that this does not completely help to alleviate your experience we have all good intentions of welcoming you back  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.238,0.05,0.712
it was an amazing time with family and friends at grand hyatt mumbai the front office and other staffs were very friendly and helpful the restaurant’s are full with numbers of dishes options and desserts  the best part of the stay was grand club lounges which was an interesting experience very cooperative grand club managerread more,0.387,0.0,0.613
dear raghvendra   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
kudos to the grand club team and the front office team for looking after my need the attention to detail prompt service is the highlight of both the teams grand hyatt mumbai should be proud of the way their staff handle people’s needsread more,0.275,0.0,0.725
dear sabyasachi   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
i liked the room neet and cleanthe pillows were fluffier i ever feltthe room boy kartik was nice n polite and he cleaned the room very nicely over all nice service and clean room i was with my family and my sister in law and her family  both the families enjoyed a lots  my kids went to the swimming pool and they enjoyed a lotthe food was very nice delicious and tastyread more,0.304,0.0,0.696
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.391,0.0,0.609
at soma restaurant good concept very nice spread small little detail of gujarati cuisine is well captured akshaya pandit  hemant khatri were great host and really made our meal lot more comfortable kudos chef chandan parmar  looking forward for it again 👍read more,0.338,0.0,0.662
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.391,0.0,0.609
i stayed multiple times in last few weeks in grand hyatt mumbai and am amazed how they have been delivering consistent experiences for so many years   it’s also amazing to see so many old timer staff like daddy who benevolently watches the team perform or ms rana in the breakfast time  a bundle of energy   similarly manashi borah in grand club was amazing in making sure my stay was comfortable   this is probably the best hyatt in delivering the soft productread more,0.321,0.0,0.679
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
dined at soma when their gujarati food festival was ongoing meticulous attention to detail when it comes to food all the courses in the set menu were presented in a great manner and the aesthetics in the restaurant really enhanced the experience special shoutout to hemant who was prompt with service keep up the good workread more,0.196,0.0,0.804
dear karan   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall dining experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.391,0.0,0.609
celini restaurant has amazing italian food an the team there is great an service is on the toes great team an special mention to aloysis whos suggestions an service for food was excellentmaking a great memory for us read more,0.349,0.0,0.651
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
the ambience and hospitality at hyaat is just as welcoming as it has always been the food festival was a wonderful trip back to our roots rustic flavours sparked nostalgia and made us appreciate the skills of the talented chef the entire experience should not be missedread more,0.269,0.0,0.731
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
the food at cellini has always been excellent what made a difference has been the smiling service by aloysius he was so patient explaining the menu recommending the dishes making us order just sufficient  so that we do not over order  keeping attention to the minutes details and overall making it an awesome experience read more,0.169,0.0,0.831
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall dining experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.391,0.0,0.609
suryaprajwalclintonamey provided is with prompt and excellent service their recommendation of fried dumpling and pecking duck was amazing the taste of everything we had delicious and totally worth itread more,0.372,0.0,0.628
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
ramakant was simply brilliant at fifty five east and took such good care of us it was my auntys birthday and he was kind and courteous and even gave us a complimentary cake  what a lovely evening we hadread more,0.414,0.0,0.586
dear aakanksha   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall dining experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.391,0.0,0.609
celini serves the finest eggplant parmesan in mumbai its equivalent to the ones you get at ottimo itc hotels great recommendations and service from nikhil and team at celini we had a great time st the restaurant read more,0.181,0.0,0.819
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall dining experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.391,0.0,0.609
indrabahadur served us really well in the dining area he was attentive and ensured we were well taken care of in spite of the dining area being crowded it made our entire dining experience top notch keep up the great work read more,0.252,0.063,0.685
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
rude and pathetic room service staff behaviour at grand hyatt mumbai here is my experience  called room service ordered for “  veg pizza  crispy french fries  coke extra mayonnaise and extra ketchup”  ms manjushree repeats the order verbatim   order gets delivered without the mayonnaise   call back room service and politely speak with ms manjushree again to inform her of the request for the “missing” mayonnaise from the food delivered  but now i make the colossal mistake of requesting ms manjushree to add an additional mustard sauce along the “undelivered” mayonnaise as requested earlier  ms manjushree replies “but sir you only ordered for the mayonnaise not mustard”  moral of the story you can only place an order “once” at grand hyatt mumbai any…read more,0.046,0.057,0.898
dear tanmay  thank you for taking the time out to share this review with us  we regret to learn that your experience with grand hyatt mumbai did not meet with your expectations we are more concerned to read about the inconveniences you faced in regards to our services  we value every feedback that we receive from our guests and look at it as an opportunity to improve our hospitality and services and as such take them very seriously we have made a note of your feedback and certainly will share the same with our team to ensure a better hospitality experience as it holds a high value to us  on behalf of the entire team we wish you well and look forward to host you back in our hotel with all good intentions of turning around your experience with us  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.237,0.026,0.737
the gym was nice  specially the trainer sachin  helped me alot with the exercise he was very good and i never expected such hospitality he helped me in wvery excercise and make sure that i am doing it right   points to himread more,0.172,0.0,0.828
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
disappointed with the hotel very old rooms restaurants overpriced executive lounge was serving terrible low quality wines that i thought were watered down business meetings in the executive lounge were discouraged and frowned upon staff were trying to upsell products will avoid in the futureread more,0.0,0.244,0.756
dear guest  thank you for taking the time out to share this review with us  we regret to learn that your experience with grand hyatt mumbai did not meet with your expectations we are more concerned to read about the inconveniences you faced in regards to our services  we value every feedback that we receive from our guests and look at it as an opportunity to improve our hospitality and services and as such take them very seriously we have made a note of your feedback and certainly will share the same with our team to ensure a better hospitality experience as it holds a high value to us  on behalf of the entire team we wish you well and look forward to host you back in our hotel with all good intentions of turning around your experience with us  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.237,0.026,0.737
superb hospitality done by  somnath rahul and amit from banquets team supported us in all major task set up maintaining hygiene  wishing all the best and hope to work with them soon  cheers tribhuvan read more,0.381,0.0,0.619
dear guest   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
my experience at the hotel was absolutely fantastic from the moment i arrived it was clear that the hotels top priority was ensuring the utmost comfort for its guests i must express my sincere appreciation to three remarkable individuals who went above and beyond to make my stay memorable joel the front office executive aloysius from the italian restaurant and chef chandan parmar their exceptional dedication professionalism and personal touch truly made a difference and added an extra touch of excellence to my overall experience i hope to be back in the near future read more,0.276,0.0,0.724
dear amit  thank you for taking out the time to share this valuable feedback with us  as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments  grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it  look forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.332,0.0,0.668
great service  all staff is very helpful and services are great all areas has been kept very well and hygienicalmost all staff are helpful and aware about each and everything regarding event rajesh kalpeshjohn akhilesh all are helpful read more,0.362,0.0,0.638
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.332,0.0,0.668
best staff and best experience with staff very helpful nature always help… all the best to rajesh aafan kalpesh  sunil and all team members good to come always may this team rise and reach high in life…read more,0.381,0.0,0.619
dear harsh   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.385,0.025,0.59
staff is very friendly and polite rooms are very clean the food is amazing liked the fact that the hotel is using glass bottles and avoids plastic special thanks to somnath rajesh and rahul kalpesh pradeepread more,0.371,0.034,0.595
dear sheetal   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
rajesh pradeep  banquet team has given good service  his behaviour so good staff so polite  food quality also so good  hall clean  clear   appreciate for customers satisfaction  work very good read more,0.508,0.0,0.492
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.332,0.0,0.668
all staff is really supportive and specially sunil so much supportive and well knowledge abou the event  team sunil and night shift anil was fabulous at their job  and hotel grand hyatt was nice to do event read more,0.33,0.0,0.67
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.332,0.0,0.668
amazing hotel  we went to the celini italian restaurant  we ordered cuttlefish and squid which was amazing and crispy  the spaghetti agliolio was the best i have ever had the crunch of the garlic was something special  the tiramisu was also wonderful and authentically italian  a wonderful man named saurabh served us and the food was absolutely deliciousread more,0.292,0.0,0.708
dear viren   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
i staying with my family grand hyatt mumbai is best for mumbai visit unbelievable hospitality and services delicious food with lots of happiness staff is very helpful and cooperative perfect in every expectations highy recommended enjoyed a lotread more,0.484,0.0,0.516
dear deepak   thank you very much for taking out the time to post your lovely review  at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment  looking forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.395,0.0,0.605
it is always amazing working at grand hyatt mumbai  each and everyone at hotel is super active  thanks to aloka  gloria and all banquet team  john rajeshsayan  chef irfamshyam   thanks a lot grand hyatt team for wonderful hospitality ❤️read more,0.44,0.0,0.56
